h,ansatz,seed,abs_E_error
2.5,HVA + warm-start,0,0.11248206250580495
2.916666666666667,HVA + warm-start,0,0.0008563307608895343
3.3333333333333335,HVA + warm-start,0,0.13188253855921062
3.75,HVA + warm-start,0,0.0018185274461686163
0.03787878787878788,QAOA (anneal) + warm-start,0,1.2736367442907728
0.4166666666666667,QAOA (anneal) + warm-start,0,0.6903383992060625
0.8333333333333334,QAOA (anneal) + warm-start,0,0.14501916343474974
1.25,QAOA (anneal) + warm-start,0,0.10444673959353779
1.6666666666666667,QAOA (anneal) + warm-start,0,0.00537873173278669
2.0833333333333335,QAOA (anneal) + warm-start,0,0.01637086703945556
2.5,QAOA (anneal) + warm-start,0,0.06196021191986745
2.916666666666667,QAOA (anneal) + warm-start,0,0.0020121840323739093
3.3333333333333335,QAOA (anneal) + warm-start,0,0.0006798408053043659
3.75,QAOA (anneal) + warm-start,0,0.010895858540159509
0.03787878787878788,HVA + warm-start,1,1.3588036754431165
0.4166666666666667,HVA + warm-start,1,0.7901985905512774
0.8333333333333334,HVA + warm-start,1,0.21865426475310912
1.25,HVA + warm-start,1,0.03441271249392841
1.6666666666666667,HVA + warm-start,1,0.009099968915403878
2.0833333333333335,HVA + warm-start,1,0.008237932469143061
2.5,HVA + warm-start,1,0.07454871289642995
2.916666666666667,HVA + warm-start,1,0.07946961201088953
3.3333333333333335,HVA + warm-start,1,0.0008324286959293659
3.75,HVA + warm-start,1,0.016400466694456384
0.03787878787878788,QAOA (anneal) + warm-start,1,1.2736367442907728
0.4166666666666667,QAOA (anneal) + warm-start,1,0.6903383992060625
0.8333333333333334,QAOA (anneal) + warm-start,1,0.14501916343474974
1.25,QAOA (anneal) + warm-start,1,0.10444673959353779
1.6666666666666667,QAOA (anneal) + warm-start,1,0.00537873173278669
2.0833333333333335,QAOA (anneal) + warm-start,1,0.01637086703945556
2.5,QAOA (anneal) + warm-start,1,0.06196021191986745
2.916666666666667,QAOA (anneal) + warm-start,1,0.0020121840323739093
3.3333333333333335,QAOA (anneal) + warm-start,1,0.0006798408053043659
3.75,QAOA (anneal) + warm-start,1,0.010895858540159509
0.03787878787878788,HVA + warm-start,2,0.888050005704347
0.4166666666666667,HVA + warm-start,2,0.49069049576367973
0.8333333333333334,HVA + warm-start,2,0.0858551161935388
1.25,HVA + warm-start,2,0.008751243988069035
1.6666666666666667,HVA + warm-start,2,0.19502259159606794
2.0833333333333335,HVA + warm-start,2,0.008688066746486811
2.5,HVA + warm-start,2,0.09110831372650807
2.916666666666667,HVA + warm-start,2,0.0015849379386239093
3.3333333333333335,HVA + warm-start,2,0.034935822250616866
3.75,HVA + warm-start,2,0.0008975370069563837
0.03787878787878788,QAOA (anneal) + warm-start,2,1.2736367442907728
0.4166666666666667,QAOA (anneal) + warm-start,2,0.6903383992060625
0.8333333333333334,QAOA (anneal) + warm-start,2,0.14501916343474974
1.25,QAOA (anneal) + warm-start,2,0.10444673959353779
1.6666666666666667,QAOA (anneal) + warm-start,2,0.00537873173278669
2.0833333333333335,QAOA (anneal) + warm-start,2,0.01637086703945556
2.5,QAOA (anneal) + warm-start,2,0.06196021191986745
2.916666666666667,QAOA (anneal) + warm-start,2,0.0020121840323739093
3.3333333333333335,QAOA (anneal) + warm-start,2,0.0006798408053043659
3.75,QAOA (anneal) + warm-start,2,0.010895858540159509
0.03787878787878788,HVA + warm-start,3,0.8877963283361829
0.4166666666666667,HVA + warm-start,3,0.47807529190625786
0.8333333333333334,HVA + warm-start,3,0.08116113120818724
1.25,HVA + warm-start,3,0.005102486053498723
1.6666666666666667,HVA + warm-start,3,0.004268654828489815
2.0833333333333335,HVA + warm-start,3,0.028505419041408686
2.5,HVA + warm-start,3,0.05465125195892995
2.916666666666667,HVA + warm-start,3,0.0020312575187020343
3.3333333333333335,HVA + warm-start,3,0.06806265330530437
3.75,HVA + warm-start,3,0.009072433247190759
0.03787878787878788,QAOA (anneal) + warm-start,3,1.2736367442907728
0.4166666666666667,QAOA (anneal) + warm-start,3,0.6903383992060625
0.8333333333333334,QAOA (anneal) + warm-start,3,0.14501916343474974
1.25,QAOA (anneal) + warm-start,3,0.10444673959353779
1.6666666666666667,QAOA (anneal) + warm-start,3,0.00537873173278669
2.0833333333333335,QAOA (anneal) + warm-start,3,0.01637086703945556
2.5,QAOA (anneal) + warm-start,3,0.06196021191986745
2.916666666666667,QAOA (anneal) + warm-start,3,0.0020121840323739093
3.3333333333333335,QAOA (anneal) + warm-start,3,0.0006798408053043659
3.75,QAOA (anneal) + warm-start,3,0.010895858540159509
